"","DATE","Block","Plot","Rotation","Quadrat","Wavelength","Reflectance","ID","2016-07-27_Incidence","2016-07-27_Severity","2016-08-05_Incidence","2016-08-05_Severity","2016-08-15_Incidence","2016-08-15_Severity","2016-08-22_Incidence","2016-08-22_Severity","2016-08-29_Incidence","2016-08-29_Severity","2016-09-06_Incidence","2016-09-06_Severity"
"26",2016-06-23,"1","15","S3",1506,460,5.515,"SDS_2016",0,0,0,0,0,0,0,0,0.625,15,55,45
"27",2016-06-23,"1","15","S3",1507,460,5.635,"SDS_2016",0,0,0,0,0,0,0,0,6.25,30,30,40
"28",2016-06-23,"1","15","S3",1508,460,5.68,"SDS_2016",0,0,0,0,0,0,0,0,2.5,25,1.25,30
"29",2016-06-23,"1","15","S3",1509,460,5.48,"SDS_2016",0,0,0,0,0.625,5,3.125,30,0,0,35,60
"30",2016-06-23,"1","15","S3",1510,460,5.4,"SDS_2016",0,0,0,0,0,0,0.625,25,8.125,25,45,40
"31",2016-06-23,"1","15","S3",1511,460,5.415,"SDS_2016",0,0,0,0,0,0,0,0,9.375,25,35,35
"32",2016-06-23,"1","15","S3",1512,460,4.4,"SDS_2016",0,0,0,0,0,0,3.75,20,6.875,35,45,60
"33",2016-06-23,"1","15","S3",1513,460,4.79,"SDS_2016",0,0,0,0,0,0,0,0,0,0,40,50
"34",2016-06-23,"1","15","S3",1514,460,4.38,"SDS_2016",0,0,0,0,0,0,0,0,0,0,6.25,30
"35",2016-06-23,"1","15","S3",1515,460,4.72,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"36",2016-06-23,"1","15","S3",1516,460,4.585,"SDS_2016",0,0,0,0,0,0,0,0,7,20,40,44
"37",2016-06-23,"1","15","S3",1517,460,4.81,"SDS_2016",0,0,0,0,17.5,10,45,60,65,70,95,85
"38",2016-06-23,"1","15","S3",1518,460,4.855,"SDS_2016",0.625,5,0.625,5,17.5,10,70,50,70,70,95,90
"39",2016-06-23,"1","15","S3",1519,460,4.905,"SDS_2016",0,0,0,0,0,0,3.75,10,10,50,40,60
"40",2016-06-23,"1","15","S3",1520,460,4.73,"SDS_2016",0,0,0,0,0,0,0,0,6.25,20,55,60
"41",2016-06-23,"1","19","S2",1901,460,4.985,"SDS_2016",0.625,1,1.25,5,75,20,100,60,95,75,100,95
"42",2016-06-23,"1","19","S2",1902,460,5.175,"SDS_2016",0.625,1,1.25,5,60,20,80,50,80,80,95,90
"43",2016-06-23,"1","19","S2",1903,460,4.995,"SDS_2016",0,0,0,0,50,15,90,70,80,80,96,90
"44",2016-06-23,"1","19","S2",1904,460,5.02,"SDS_2016",0,0,0,0,40,5,70,60,85,75,90,90
"45",2016-06-23,"1","19","S2",1905,460,5.52,"SDS_2016",0,0,0,0,8.75,5,40,30,60,65,90,80
"46",2016-06-23,"1","19","S2",1906,460,4.94,"SDS_2016",0,0,0,0,18.125,10,80,50,80,70,95,85
"47",2016-06-23,"1","19","S2",1907,460,4.725,"SDS_2016",0,0,0,0,13.75,5,80,50,95,70,93,90
"48",2016-06-23,"1","19","S2",1908,460,4.795,"SDS_2016",0,0,0,0,15,10,85,60,90,80,95,90
"49",2016-06-23,"1","19","S2",1909,460,4.595,"SDS_2016",0.625,1,4.375,20,10.625,5,80,35,80,70,96,90
"50",2016-06-23,"1","19","S2",1910,460,4.4,"SDS_2016",0,0,0,0,5,5,70,30,80,50,92,85
"51",2016-06-23,"1","19","S2",1911,460,5.71,"SDS_2016",0,0,0,0,17.5,5,75,35,80,50,90,85
"52",2016-06-23,"1","19","S2",1912,460,6.455,"SDS_2016",0.625,1,0.625,15,6.25,5,50,25,55,50,80,80
"53",2016-06-23,"1","19","S2",1913,460,6.14,"SDS_2016",0,0,0,0,3.125,5,20,15,30,25,70,75
"54",2016-06-23,"1","19","S2",1914,460,6.285,"SDS_2016",0,0,0,0,3.125,5,30,10,40,20,81,75
"55",2016-06-23,"1","19","S2",1915,460,6.33,"SDS_2016",0,0,0,0,1.25,5,20,15,30,25,70,70
"56",2016-06-23,"1","19","S2",1916,460,6.305,"SDS_2016",0,0,0,0,1.875,5,20,15,40,30,92,85
"57",2016-06-23,"1","19","S2",1917,460,6.225,"SDS_2016",0.625,2,1.875,15,21.25,10,85,40,95,75,97,90
"58",2016-06-23,"1","19","S2",1918,460,5.765,"SDS_2016",1.25,5,11.875,15,70,20,90,60,95,85,99,95
"59",2016-06-23,"1","19","S2",1919,460,6.025,"SDS_2016",1.25,5,2.5,10,50,10,80,40,90,80,98,90
"60",2016-06-23,"1","19","S2",1920,460,5.77,"SDS_2016",0,0,0,0,5,5,30,15,50,40,85,75
"61",2016-06-23,"2","21","S4",2101,460,4.87,"SDS_2016",0,0,0,0,0,0,1.875,15,1.875,30,9.375,50
"62",2016-06-23,"2","21","S4",2102,460,4.205,"SDS_2016",0,0,0,0,0,0,1.875,20,4.375,25,35,50
"63",2016-06-23,"2","21","S4",2103,460,4.515,"SDS_2016",0,0,0,0,0,0,0,0,3.125,20,30,45
"64",2016-06-23,"2","21","S4",2104,460,4.42,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0.625,10
"65",2016-06-23,"2","21","S4",2105,460,4.755,"SDS_2016",0,0,0,0,0,0,0,0,0.625,5,1.875,10
"66",2016-06-23,"2","21","S4",2106,460,4.99,"SDS_2016",0,0,0,0,0,0,0,0,1.25,30,5.625,40
"67",2016-06-23,"2","21","S4",2107,460,4.37,"SDS_2016",0,0,0,0,0,0,1.25,20,5,30,5,35
"68",2016-06-23,"2","21","S4",2108,460,4.37,"SDS_2016",0,0,0,0,0,0,0,0,0,0,3.125,30
"69",2016-06-23,"2","21","S4",2109,460,4.225,"SDS_2016",0,0,0,0,0,0,0,0,2.5,30,25,45
"70",2016-06-23,"2","21","S4",2110,460,4.255,"SDS_2016",0,0,0,0,0,0,0,0,3.125,50,35,55
"71",2016-06-23,"2","21","S4",2111,460,6.405,"SDS_2016",0,0,0,0,1.25,5,3.125,10,6.25,30,75,45
"72",2016-06-23,"2","21","S4",2112,460,6.255,"SDS_2016",0,0,0,0,0,0,1.25,15,12.5,30,72,60
"73",2016-06-23,"2","21","S4",2113,460,5.925,"SDS_2016",0,0,0,0,1.25,5,3.75,15,6.25,30,70,65
"74",2016-06-23,"2","21","S4",2114,460,5.74,"SDS_2016",0,0,0,0,3.125,5,5,15,2.5,15,30,60
"75",2016-06-23,"2","21","S4",2115,460,5.42,"SDS_2016",0,0,0,0,1.875,5,3.125,10,9.375,15,57,60
"76",2016-06-23,"2","21","S4",2116,460,5.515,"SDS_2016",0,0,0,0,0.625,5,6.25,10,9.375,30,80,70
"77",2016-06-23,"2","21","S4",2117,460,5.78,"SDS_2016",0,0,0,0,6.25,5,6.25,10,31.25,25,70,60
"78",2016-06-23,"2","21","S4",2118,460,6.275,"SDS_2016",0,0,0,0,0,0,30,25,43.75,30,88,75
"79",2016-06-23,"2","21","S4",2119,460,6.395,"SDS_2016",0,0,0,0,0,0,0,0,0,0,12,30
"80",2016-06-23,"2","21","S4",2120,460,5.26,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"81",2016-06-23,"2","26","S3",2601,460,5.88,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"82",2016-06-23,"2","26","S3",2602,460,5.135,"SDS_2016",0,0,0,0,0,0,0,0,0,0,3.125,5
"83",2016-06-23,"2","26","S3",2603,460,5.16,"SDS_2016",0,0,0,0,0,0,0,0,0,0,30,35
"84",2016-06-23,"2","26","S3",2604,460,5.69,"SDS_2016",0,0,0,0,0,0,1.25,5,3.125,5,3.75,20
"85",2016-06-23,"2","26","S3",2605,460,5.2,"SDS_2016",0,0,0,0,0,0,0,0,1.25,20,30,30
"86",2016-06-23,"2","26","S3",2606,460,5.145,"SDS_2016",0,0,0,0,0,0,0,0,1.25,10,25,30
"87",2016-06-23,"2","26","S3",2607,460,5.04,"SDS_2016",0,0,0,0,0,0,0,0,0,0,3.75,20
"88",2016-06-23,"2","26","S3",2608,460,4.69,"SDS_2016",0,0,0,0,0,0,0,0,0.625,30,2.5,35
"89",2016-06-23,"2","26","S3",2609,460,4.74,"SDS_2016",0,0,0,0,0,0,5,15,10,30,27,50
"90",2016-06-23,"2","26","S3",2610,460,4.405,"SDS_2016",0,0,0,0,0,0,20,20,25,40,35,50
"91",2016-06-23,"2","26","S3",2611,460,4.88,"SDS_2016",0,0,0,0,0,0,0,0,0,0,1.25,10
"92",2016-06-23,"2","26","S3",2612,460,4.445,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"93",2016-06-23,"2","26","S3",2613,460,4.74,"SDS_2016",0,0,0,0,3.75,5,3.75,30,7.5,35,30,40
"94",2016-06-23,"2","26","S3",2614,460,4.755,"SDS_2016",0,0,0,0,0,0,35,25,70,60,90,85
"95",2016-06-23,"2","26","S3",2615,460,4.365,"SDS_2016",0,0,0,0,0,0,0,0,0,0,2.5,25
"96",2016-06-23,"2","26","S3",2616,460,4.245,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"97",2016-06-23,"2","26","S3",2617,460,4.625,"SDS_2016",0,0,0,0,0,0,0,0,0,0,1.25,5
"98",2016-06-23,"2","26","S3",2618,460,4.215,"SDS_2016",0,0,0,0,0,0,0,0,0,0,1.25,5
"99",2016-06-23,"2","26","S3",2619,460,4.215,"SDS_2016",0,0,0,0,0,0,1.875,10,5,20,22,50
"100",2016-06-23,"2","26","S3",2620,460,4.385,"SDS_2016",0,0,0,0,0,0,1.25,15,9.375,25,25,50
"101",2016-06-23,"2","27","S2",2701,460,5.365,"SDS_2016",0,0,0,0,0,0,0,0,18.75,20,80,70
"102",2016-06-23,"2","27","S2",2702,460,4.985,"SDS_2016",0,0,0,0,0,0,1.25,5,15.625,10,70,50
"103",2016-06-23,"2","27","S2",2703,460,5.04,"SDS_2016",0,0,0,0,0,0,0,0,0,0,20,30
"104",2016-06-23,"2","27","S2",2704,460,5.465,"SDS_2016",0,0,0,0,0,0,0,0,2.5,5,60,50
"105",2016-06-23,"2","27","S2",2705,460,5.44,"SDS_2016",0,0,0,0,0,0,1.875,10,30,30,75,70
"106",2016-06-23,"2","27","S2",2706,460,5.87,"SDS_2016",0,0,0,0,0,0,2.5,10,6.25,20,60,50
"107",2016-06-23,"2","27","S2",2707,460,5.585,"SDS_2016",0,0,0,0,0,0,3.125,10,25,20,80,60
"108",2016-06-23,"2","27","S2",2708,460,5.915,"SDS_2016",0,0,0,0,0.625,5,1.875,10,8.125,20,30,40
"109",2016-06-23,"2","27","S2",2709,460,5.375,"SDS_2016",0,0,0,0,0,0,0,0,5.625,10,30,40
"110",2016-06-23,"2","27","S2",2710,460,5.77,"SDS_2016",0,0,0,0,0,0,1.875,5,30,25,65,70
"111",2016-06-23,"2","27","S2",2711,460,4.465,"SDS_2016",0,0,0,0,0,0,3.125,3,5,15,5,15
"112",2016-06-23,"2","27","S2",2712,460,4.37,"SDS_2016",0,0,0,0,0.625,5,0.625,10,0.625,15,5,30
"113",2016-06-23,"2","27","S2",2713,460,4.23,"SDS_2016",0,0,0,0,0,0,0,0,0,0,10,25
"114",2016-06-23,"2","27","S2",2714,460,4.195,"SDS_2016",0,0,0,0,0,0,0,0,0,0,15,25
"115",2016-06-23,"2","27","S2",2715,460,4.325,"SDS_2016",0,0,0,0,0,0,1.25,5,5,5,35,50
"116",2016-06-23,"2","27","S2",2716,460,4.155,"SDS_2016",0,0,0,0,0,0,0,0,1.875,5,12,20
"117",2016-06-23,"2","27","S2",2717,460,4.31,"SDS_2016",0,0,0,0,0,0,0,0,6.875,10,60,40
"118",2016-06-23,"2","27","S2",2718,460,4.22,"SDS_2016",0,0,0,0,1.25,30,3.75,50,35,50,85,70
"119",2016-06-23,"2","27","S2",2719,460,4.17,"SDS_2016",0,0,0,0,4.375,3,10,15,65,35,90,75
"120",2016-06-23,"2","27","S2",2720,460,4.275,"SDS_2016",0,0,0,0,2.5,5,1.25,15,70,50,89,70
"121",2016-06-23,"3","31","S4",3101,460,5.41,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"122",2016-06-23,"3","31","S4",3102,460,5.845,"SDS_2016",0,0,0,0,0,0,0.625,5,2.5,25,10,40
"123",2016-06-23,"3","31","S4",3103,460,6.065,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"124",2016-06-23,"3","31","S4",3104,460,5.665,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"125",2016-06-23,"3","31","S4",3105,460,6.01,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"126",2016-06-23,"3","31","S4",3106,460,6.375,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"127",2016-06-23,"3","31","S4",3107,460,6.125,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"128",2016-06-23,"3","31","S4",3108,460,5.64,"SDS_2016",0,0,0,0,0,0,0,0,0,20,5.625,30
"129",2016-06-23,"3","31","S4",3109,460,5.46,"SDS_2016",0,0,0,0,0,0,1.25,10,0,0,3.125,25
"130",2016-06-23,"3","31","S4",3110,460,6.26,"SDS_2016",0,0,0,0,0,0,0,0,0,5,55,40
"131",2016-06-23,"3","31","S4",3111,460,4.58,"SDS_2016",0,0,0,0,0,0,0,0,0,10,15,35
"132",2016-06-23,"3","31","S4",3112,460,4.515,"SDS_2016",0,0,0,0,0,0,0,0,0,3,45,40
"133",2016-06-23,"3","31","S4",3113,460,4.315,"SDS_2016",0,0,0,0,0,0,0,0,0,30,1.875,33
"134",2016-06-23,"3","31","S4",3114,460,4.645,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"135",2016-06-23,"3","31","S4",3115,460,4.57,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"136",2016-06-23,"3","31","S4",3116,460,4.61,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"137",2016-06-23,"3","31","S4",3117,460,4.755,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"138",2016-06-23,"3","31","S4",3118,460,4.655,"SDS_2016",0,0,0,0,0,0,3.125,5,0,20,65,60
"139",2016-06-23,"3","31","S4",3119,460,4.8,"SDS_2016",0,0,0,0,0,0,0,0,10,20,68,60
"140",2016-06-23,"3","31","S4",3120,460,4.73,"SDS_2016",0,0,0,0,0,0,1.25,10,6.25,20,40,65
"141",2016-06-23,"3","35","S2",3501,460,4.22,"SDS_2016",0,0,0,0,7.5,15,75,50,75,80,95,90
"142",2016-06-23,"3","35","S2",3502,460,4.35,"SDS_2016",0,0,0,0,3.75,5,30,30,85,75,90,85
"143",2016-06-23,"3","35","S2",3503,460,4.385,"SDS_2016",0,0,0,0,3.75,5,25,30,75,60,91,85
"144",2016-06-23,"3","35","S2",3504,460,4.635,"SDS_2016",0,0,0,0,1.875,2,20,25,65,70,86,85
"145",2016-06-23,"3","35","S2",3505,460,4.52,"SDS_2016",0,0,0,0,1.875,2,20,40,40,50,80,80
"146",2016-06-23,"3","35","S2",3506,460,4.57,"SDS_2016",0,0,0,0,1.25,2,20,30,45,50,78,75
"147",2016-06-23,"3","35","S2",3507,460,4.7,"SDS_2016",0,0,0,0,3.75,5,30,20,50,45,82,75
"148",2016-06-23,"3","35","S2",3508,460,4.755,"SDS_2016",0,0,0,0,3.75,4,25,35,50,60,79,90
"149",2016-06-23,"3","35","S2",3509,460,4.765,"SDS_2016",0,0,0,0,0.625,1,10,15,40,20,73,65
"150",2016-06-23,"3","35","S2",3510,460,4.99,"SDS_2016",0,0,0,0,0.625,3,10,20,75,65,82,80
"151",2016-06-23,"3","35","S2",3511,460,6.67,"SDS_2016",0,0,0,0,1.25,3,15,10,60,30,88,70
"152",2016-06-23,"3","35","S2",3512,460,6.16,"SDS_2016",0,0,0,0,0,0,5,15,30,30,80,65
"153",2016-06-23,"3","35","S2",3513,460,6.43,"SDS_2016",0,0,0,0,6.25,5,40,50,85,70,95,90
"154",2016-06-23,"3","35","S2",3514,460,6.22,"SDS_2016",0,0,0,0,11.25,5,40,30,90,70,96,85
"155",2016-06-23,"3","35","S2",3515,460,6.66,"SDS_2016",1.875,5,3.75,10,20.625,10,90,50,95,85,98,90
"156",2016-06-23,"3","35","S2",3516,460,6.46,"SDS_2016",0,0,1.25,5,8.125,7,70,50,90,80,97,70
"157",2016-06-23,"3","35","S2",3517,460,6.91,"SDS_2016",0.625,1,1.25,10,8.75,5,75,40,90,75,98,91
"158",2016-06-23,"3","35","S2",3518,460,6.56,"SDS_2016",0,0,0.625,1,13.75,8,70,50,90,80,97,84
"159",2016-06-23,"3","35","S2",3519,460,6.555,"SDS_2016",0,0,0,0,5,4,40,20,80,70,98,86
"160",2016-06-23,"3","35","S2",3520,460,6.57,"SDS_2016",0.625,2,0.625,5,13.75,10,50,40,80,80,96,80
"161",2016-06-23,"3","36","S3",3601,460,5.04,"SDS_2016",0,0,0.625,2,50,15,90,60,100,90,100,100
"162",2016-06-23,"3","36","S3",3602,460,4.95,"SDS_2016",0,0,0,0,20,10,75,50,90,90,100,92
"163",2016-06-23,"3","36","S3",3603,460,4.915,"SDS_2016",0,0,0,0,1.25,5,3.75,30,30,30,63,70
"164",2016-06-23,"3","36","S3",3604,460,4.525,"SDS_2016",0,0,0,0,0,0,0,0,1.875,30,23,75
"165",2016-06-23,"3","36","S3",3605,460,4.615,"SDS_2016",0,0,0,0,0,0,0,0,0,0,7,67
"166",2016-06-23,"3","36","S3",3606,460,4.615,"SDS_2016",0,0,0,0,0.625,2,0,15,50,40,87,70
"167",2016-06-23,"3","36","S3",3607,460,4.47,"SDS_2016",0,0,0,0,0,0,1.25,10,6.25,40,35,45
"168",2016-06-23,"3","36","S3",3608,460,4.31,"SDS_2016",0,0,0,0,0,0,0,0,1.25,10,5,32
"169",2016-06-23,"3","36","S3",3609,460,4.59,"SDS_2016",0,0,0,0,0.625,5,0.625,60,0.625,5,2.5,40
"170",2016-06-23,"3","36","S3",3610,460,4.97,"SDS_2016",0,0,0,0,0,0,0,0,2.5,10,23,40
"171",2016-06-23,"3","36","S3",3611,460,5.275,"SDS_2016",0,0,0,0,0,0,0,0,0,0,2.5,5
"172",2016-06-23,"3","36","S3",3612,460,5.31,"SDS_2016",0,0,0,0,0,0,0,0,3.125,50,3.125,10
"173",2016-06-23,"3","36","S3",3613,460,5.29,"SDS_2016",0,0,0,0,0,0,0,0,0,0,1.25,10
"174",2016-06-23,"3","36","S3",3614,460,5.36,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"175",2016-06-23,"3","36","S3",3615,460,6,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"176",2016-06-23,"3","36","S3",3616,460,5.73,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"177",2016-06-23,"3","36","S3",3617,460,5.8,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"178",2016-06-23,"3","36","S3",3618,460,5.83,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0.625,5
"179",2016-06-23,"3","36","S3",3619,460,6.53,"SDS_2016",0,0,0,0,0,0,0.625,5,6.25,50,12.5,52
"180",2016-06-23,"3","36","S3",3620,460,7.06,"SDS_2016",0,0,0,0,2.5,3,3.75,5,5,10,30,30
"181",2016-06-23,"4","43","S4",4301,460,5.225,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"182",2016-06-23,"4","43","S4",4302,460,5.25,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"183",2016-06-23,"4","43","S4",4303,460,5.475,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"184",2016-06-23,"4","43","S4",4304,460,5.515,"SDS_2016",0,0,0,0,0,0,1.25,15,1.25,20,1.25,35
"185",2016-06-23,"4","43","S4",4305,460,4.9,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"186",2016-06-23,"4","43","S4",4306,460,5.805,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"187",2016-06-23,"4","43","S4",4307,460,5.52,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"188",2016-06-23,"4","43","S4",4308,460,5.535,"SDS_2016",0,0,0,0,0,0,0,0,3.75,10,1.25,25
"189",2016-06-23,"4","43","S4",4309,460,5.02,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0.625,20
"190",2016-06-23,"4","43","S4",4310,460,5.84,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0.625,25
"191",2016-06-23,"4","43","S4",4311,460,4.66,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"192",2016-06-23,"4","43","S4",4312,460,4.41,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"193",2016-06-23,"4","43","S4",4313,460,4.025,"SDS_2016",0,0,0,0,0,0,0,0,0.625,10,0.625,15
"194",2016-06-23,"4","43","S4",4314,460,4.365,"SDS_2016",0,0,0,0,0,0,0,0,0.625,10,0.625,60
"195",2016-06-23,"4","43","S4",4315,460,4.89,"SDS_2016",0,0,0,0,0,0,0,0,0,0,1.25,25
"196",2016-06-23,"4","43","S4",4316,460,4.76,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0.625,30
"197",2016-06-23,"4","43","S4",4317,460,4.43,"SDS_2016",0,0,0,0,0,0,0,0,2.5,15,1.25,70
"198",2016-06-23,"4","43","S4",4318,460,4.52,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"199",2016-06-23,"4","43","S4",4319,460,4.46,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
"200",2016-06-23,"4","43","S4",4320,460,4.855,"SDS_2016",0,0,0,0,0,0,3.125,10,5,10,28,50
"201",2016-06-23,"4","45","S2",4501,460,4.725,"SDS_2016",0,0,0,0,0,0,0,0,3.125,25,30,40
"202",2016-06-23,"4","45","S2",4502,460,4.45,"SDS_2016",0,0,0,0,0,0,1.25,5,6.25,15,50,68
"203",2016-06-23,"4","45","S2",4503,460,4.27,"SDS_2016",0,0,0,0,0,0,0,0,8.125,5,72,60
"204",2016-06-23,"4","45","S2",4504,460,4.375,"SDS_2016",0,0,0,0,1.25,5,6.25,20,6.25,20,47,72
"205",2016-06-23,"4","45","S2",4505,460,4.65,"SDS_2016",0,0,0,0,0.625,2,6.25,25,50,25,75,85
"206",2016-06-23,"4","45","S2",4506,460,4.5,"SDS_2016",0,0,0,0,0,0,1.875,5,12.5,10,68,65
"207",2016-06-23,"4","45","S2",4507,460,4.16,"SDS_2016",0,0,0,0,1.875,5,6.25,20,40,20,88,84
"208",2016-06-23,"4","45","S2",4508,460,4.35,"SDS_2016",0,0,0,0,3.125,5,6.25,15,60,35,40,85
"209",2016-06-23,"4","45","S2",4509,460,4.455,"SDS_2016",0,0,0,0,0,0,0,0,20,10,23,60
"210",2016-06-23,"4","45","S2",4510,460,4.075,"SDS_2016",0,0,0,0,0.625,5,6.25,10,35,20,53,60
"211",2016-06-23,"4","45","S2",4511,460,5.505,"SDS_2016",0,0,0,0,2.5,3,20,5,30,20,85,80
"212",2016-06-23,"4","45","S2",4512,460,5.82,"SDS_2016",0,0,0,0,15.625,9,60,40,65,60,95,90
"213",2016-06-23,"4","45","S2",4513,460,5.645,"SDS_2016",0,0,0,0,2.5,4,30,20,35,35,92,85
"214",2016-06-23,"4","45","S2",4514,460,5.665,"SDS_2016",0,0,0,0,1.25,4,10,50,30,20,78,65
"215",2016-06-23,"4","45","S2",4515,460,5.87,"SDS_2016",0,0,0,0,1.25,5,12,20,45,25,72,70
"216",2016-06-23,"4","45","S2",4516,460,5.845,"SDS_2016",0,0,0,0,0,0,3.125,5,40,20,55,50
"217",2016-06-23,"4","45","S2",4517,460,6.4,"SDS_2016",0,0,0,0,1.25,4,3.125,15,25,35,45,85
"218",2016-06-23,"4","45","S2",4518,460,5.76,"SDS_2016",0,0,0,0,2.5,5,25,40,45,50,64,90
"219",2016-06-23,"4","45","S2",4519,460,6.855,"SDS_2016",0.625,2,0.625,10,2.5,10,15,25,65,40,75,85
"220",2016-06-23,"4","45","S2",4520,460,7.37,"SDS_2016",0,0,0,0,5.625,5,10,30,25,40,65,60
"221",2016-06-23,"4","47","S3",4701,460,4.545,"SDS_2016",0,0,0,0,0.625,5,0.625,20,1,30,1.25,45
"222",2016-06-23,"4","47","S3",4702,460,4.535,"SDS_2016",0,0,0,0,0,0,0,0,0,0,0,0
